"","rated","turns","victory_status","winner","white_id","white_rating","black_id","black_rating","opening_name"
"3708","TRUE",19,"resign","white","piley159",1201,"mimik29",1180,"Scotch Game"
"3709","TRUE",18,"resign","black","mimik29",1207,"piley159",1190,"Italian Game"
"3725","TRUE",122,"mate","black","grandmasterblr",1106,"piley159",1143,"Ruy Lopez"
"3726","TRUE",120,"mate","black","piley159",1157,"grandmasterblr",1092,"King's Pawn Game"
"3727","TRUE",123,"mate","white","grandmasterblr",1076,"piley159",1171,"Alekhine Defense"
"3728","TRUE",56,"mate","black","grandmasterblr",1083,"piley159",1165,"Alekhine Defense"
"3744","TRUE",42,"resign","black","mishkajap",1473,"honza7",1775,"Van't Kruijs Opening"
"3745","TRUE",31,"resign","white","honza7",1755,"mishkajap",1477,"Alekhine Defense"
"3746","TRUE",20,"mate","black","mishkajap",1481,"honza7",1730,"Van't Kruijs Opening"
"3747","TRUE",35,"resign","white","honza7",1697,"mishkajap",1486,"French Defense"
"3748","TRUE",50,"mate","black","mishkajap",1492,"honza7",1649,"Van't Kruijs Opening"
"3756","FALSE",52,"mate","black","misfox",1175,"cilentano002",1673,"King's Pawn Game"
"3757","FALSE",27,"mate","white","cilentano002",1673,"misfox",1175,"Italian Game"
"3761","TRUE",44,"resign","black","amaozinhadotemer",1155,"misfox",1170,"Bishop's Opening"
"3762","TRUE",56,"resign","white","misfox",1137,"amaozinhadotemer",1190,"Hippopotamus Defense"
"3763","TRUE",22,"resign","black","amaozinhadotemer",1234,"misfox",1096,"Amar Opening"
"3768","TRUE",62,"mate","black","misfox",1101,"jpadron19",1635,"King's Pawn Game"
"3769","TRUE",13,"mate","white","jpadron19",1633,"misfox",1104,"King's Knight Opening"
"3770","TRUE",16,"resign","black","misfox",1107,"jpadron19",1631,"King's Pawn Game"
"3777","FALSE",69,"resign","black","pal2310",1703,"leonard80",1677,"Robatsch (Modern) Defense"
"3778","FALSE",27,"resign","white","leonard80",1677,"pal2310",1703,"King's Indian Attack"
"3779","FALSE",47,"mate","white","pal2310",1703,"leonard80",1677,"Nimzo-Larsen Attack"
"3799","TRUE",39,"resign","white","pal2310",1738,"balash",1623,"Englund Gambit Complex"
"3800","TRUE",28,"mate","black","balash",1632,"pal2310",1727,"Sicilian Defense"
"3808","FALSE",20,"resign","black","mikan25b",1800,"pal2310",1714,"Sicilian Defense"
"3809","FALSE",28,"resign","black","pal2310",1714,"mikan25b",1800,"English Opening"
"3810","FALSE",52,"mate","black","mikan25b",1800,"pal2310",1714,"Sicilian Defense"
"3812","FALSE",17,"resign","white","pal2310",1737,"mussomarco",1647,"Nimzo-Indian Defense"
"3813","FALSE",62,"resign","black","mussomarco",1647,"pal2310",1737,"Sicilian Defense"
"3814","FALSE",31,"resign","white","pal2310",1737,"mussomarco",1647,"Queen's Indian Defense"
"3823","TRUE",72,"resign","black","blazingdragon",1593,"monah11",1608,"Sicilian Defense"
"3824","TRUE",64,"resign","black","monah11",1620,"blazingdragon",1581,"Queen's Pawn Game"
"3825","TRUE",85,"resign","white","blazingdragon",1567,"monah11",1632,"Caro-Kann Defense"
"3826","TRUE",48,"resign","black","monah11",1646,"blazingdragon",1553,"Sicilian Defense"
"3827","TRUE",89,"resign","white","blazingdragon",1538,"monah11",1660,"Sicilian Defense"
"3833","TRUE",122,"mate","black","blazingdragon",1575,"stefanmasch",1844,"Alekhine Defense"
"3834","TRUE",82,"resign","white","stefanmasch",1840,"blazingdragon",1580,"Budapest Defense"
"3835","TRUE",44,"resign","black","v_clava38",1698,"blazingdragon",1564,"Sicilian Defense"
"3843","TRUE",70,"resign","black","joe65",1597,"blazingdragon",1543,"Scotch Game"
"3844","TRUE",15,"mate","white","blazingdragon",1529,"joe65",1610,"Italian Game"
"3848","TRUE",39,"resign","black","blazingdragon",1557,"litvinartem",1675,"French Defense"
"3849","TRUE",63,"resign","white","janko111",1663,"blazingdragon",1565,"Sicilian Defense"
"3851","TRUE",87,"draw","draw","blazingdragon",1573,"brunozaurus",1599,"Owen Defense"
"3852","TRUE",16,"mate","black","brunozaurus",1611,"blazingdragon",1560,"Budapest Defense"
"3873","TRUE",30,"resign","black","claner",1644,"physicist1993",1810,"Sicilian Defense"
"3878","TRUE",66,"mate","black","alexmorato",961,"bassboy",974,"Kadas Opening"
"3879","TRUE",89,"resign","white","bassboy",963,"alexmorato",975,"King's Pawn Game"
"3882","TRUE",46,"resign","white","helykopter33",1306,"chessguy9001",1275,"Caro-Kann Defense"
"3883","TRUE",35,"mate","white","chessguy9001",1259,"helykopter33",1319,"Petrov's Defense"
"3884","TRUE",40,"outoftime","black","chessguy9001",1272,"chessguy9002",1169,"Caro-Kann Defense"
"3886","TRUE",53,"resign","white","chessguy9001",1265,"chessguy9002",1500,"Nimzowitsch Defense"
"3887","FALSE",120,"resign","black","chessguy9001",1265,"hick4u1219",1500,"Philidor Defense"
"3889","TRUE",22,"draw","draw","chessguy9001",1264,"pablo1988z",1268,"King's Pawn Game"
"3896","TRUE",80,"mate","black","chessguy9001",1277,"trotil45",1490,"Sicilian Defense"
"3907","TRUE",35,"resign","white","anejbegunje",2188,"jatekos",2173,"Horwitz Defense"
"3921","TRUE",59,"resign","white","anejbegunje",2230,"fortuna01",1666,"Pirc Defense"
"3927","TRUE",51,"resign","white","anejbegunje",2199,"handenursa",2112,"Queen's Pawn Game"
"3928","TRUE",100,"draw","draw","anejbegunje",2199,"kgbird",2179,"Queen's Pawn Game"
"3929","TRUE",76,"outoftime","black","habboush",2179,"anejbegunje",2189,"Benoni Defense"
"3953","TRUE",143,"resign","white","thepawnsofwrath",1391,"krissy33",1448,"Philidor Defense"
"3954","TRUE",52,"mate","black","krissy33",1461,"thepawnsofwrath",1357,"Ruy Lopez"
"3955","TRUE",14,"resign","black","krissy33",1476,"thepawnsofwrath",1316,"Ruy Lopez"
"3978","FALSE",10,"mate","black","magnus_dong",1500,"janfrode",1693,"English Opening"
"3979","FALSE",37,"mate","white","janfrode",1693,"magnus_dong",1500,"Queen's Pawn Game"
"3980","FALSE",60,"resign","black","magnus_dong",1500,"janfrode",1693,"Queen's Pawn Game"
"3989","TRUE",101,"resign","white","yonaltimur",2108,"michaelfield",1736,"Queen's Gambit Declined"
"3990","TRUE",40,"resign","white","yonaltimur",2105,"michaelfield",1738,"Queen's Gambit Declined"
"3991","TRUE",46,"resign","white","yonaltimur",2101,"michaelfield",1741,"Tarrasch Defense"
"4029","TRUE",39,"mate","white","monged01",1687,"wolf1108",1218,"Queen's Pawn Game"
"4030","TRUE",35,"mate","white","serg0901",1316,"wolf1108",1237,"King's Pawn Game"
"4031","TRUE",32,"mate","black","wolf1108",1261,"serg0901",1279,"King's Knight Opening"
"4032","TRUE",21,"mate","white","serg0901",1228,"wolf1108",1292,"King's Pawn Game"
"4033","FALSE",13,"outoftime","white","ineedhacks",1255,"danielgraham88",1151,"Hungarian Opening"
"4044","FALSE",65,"outoftime","white","ineedhacks",1255,"danielgraham88",1108,"Hungarian Opening"
"4045","FALSE",17,"draw","draw","danielgraham88",1108,"ineedhacks",1255,"Hungarian Opening"
"4046","FALSE",73,"draw","draw","ineedhacks",1255,"danielgraham88",1108,"King's Indian Attack"
"4047","FALSE",91,"outoftime","white","ineedhacks",1255,"danielgraham88",1108,"Van't Kruijs Opening"
"4048","FALSE",88,"draw","draw","danielgraham88",1108,"ineedhacks",1255,"Queen's Pawn Game"
"4049","FALSE",64,"resign","black","ineedhacks",1255,"danielgraham88",1108,"Queen's Gambit Accepted"
"4052","FALSE",32,"outoftime","black","danielgraham88",1107,"ineedhacks",1352,"King's Pawn Game"
"4090","TRUE",21,"resign","white","dav54",1532,"amateur_pawn_star",1475,"Sicilian Defense"
"4091","TRUE",17,"resign","white","amateur_pawn_star",1462,"dav54",1545,"English Opening"
"4092","TRUE",26,"resign","white","dav54",1536,"amateur_pawn_star",1471,"Sicilian Defense"
"4093","TRUE",29,"mate","white","amateur_pawn_star",1457,"dav54",1550,"English Opening"
"4135","TRUE",64,"draw","draw","t3v3a3d",1691,"lcover",1451,"Sicilian Defense"
"4142","TRUE",33,"resign","white","lcover",1425,"katerina1965",1576,"French Defense"
"4143","TRUE",103,"draw","draw","katerina1965",1580,"lcover",1420,"Queen's Pawn Game"
"4158","TRUE",47,"mate","white","izaulima",1710,"lcover",1460,"Slav Defense"
"4159","TRUE",46,"mate","black","lcover",1465,"izaulima",1706,"Russian Game"
"4160","TRUE",31,"resign","white","izaulima",1701,"lcover",1470,"Queen's Gambit Refused"
"4164","TRUE",63,"resign","white","lcover",1482,"enthusiast",1537,"Sicilian Defense"
"4180","TRUE",103,"mate","white","cullarvega",1563,"samuelpro",1173,"Kangaroo Defense"
"4186","TRUE",54,"resign","black","samuelpro",1009,"pablog2200",1513,"Alekhine Defense"
"4187","TRUE",67,"mate","white","pablog2200",1511,"samuelpro",1017,"French Defense"
"4188","TRUE",12,"resign","black","samuelpro",1027,"pablog2200",1509,"Alekhine Defense"
"4198","TRUE",57,"mate","white","samuelpro",856,"wpao",1541,"Mieses Opening"
"4207","FALSE",10,"outoftime","black","carlosamadorsanchez",1100,"iwikipedia",1393,"Richter-Veresov Attack"
"4208","FALSE",81,"resign","white","iwikipedia",1393,"carlosamadorsanchez",1100,"Caro-Kann Defense"
"4209","FALSE",15,"resign","black","carlosamadorsanchez",1100,"iwikipedia",1393,"Benoni Defense"
"4235","TRUE",54,"resign","black","mariale200",1315,"kasparovd0311",1455,"French Defense"
"4238","FALSE",68,"draw","draw","ajps17",1907,"kasparovd0311",1448,"English Opening"
"4239","TRUE",39,"draw","draw","lapeque",1291,"kasparovd0311",1451,"French Defense"
"4241","TRUE",54,"outoftime","black","kasparovd0311",1515,"catire25",1404,"French Defense"
"4242","TRUE",75,"mate","white","kasparovd0311",1473,"chees29",1221,"Ruy Lopez"
"4244","FALSE",68,"outoftime","black","ajps17",1907,"kasparovd0311",1599,"English Opening"
"4245","TRUE",88,"mate","black","mariale200",1299,"kasparovd0311",1500,"French Defense"
"4263","TRUE",115,"outoftime","white","catire25",1426,"chees29",1178,"French Defense"
"4264","TRUE",100,"mate","black","chees29",1200,"lapeque",1252,"Ruy Lopez"
"4265","TRUE",75,"mate","white","catire25",1427,"chees29",1213,"Ruy Lopez"
"4266","TRUE",64,"mate","black","lapeque",1303,"chees29",1175,"Ruy Lopez"
"4267","TRUE",14,"draw","draw","chees29",1155,"catire25",1424,"French Defense"
"4268","FALSE",36,"mate","black","chees29",1155,"ajps17",1907,"Ruy Lopez"
"4269","TRUE",85,"draw","draw","chees29",1170,"lapeque",1302,"Ruy Lopez"
"4271","TRUE",77,"outoftime","white","lapeque",1278,"chees29",1204,"Ruy Lopez"
"4272","TRUE",75,"mate","white","kasparovd0311",1473,"chees29",1221,"Ruy Lopez"
"4273","TRUE",74,"mate","black","chees29",1264,"mariale200",1288,"Ruy Lopez"
"4274","FALSE",70,"outoftime","black","ajps17",1907,"chees29",1264,"Mikenas Defense"
"4275","TRUE",38,"draw","draw","catire25",1420,"chees29",1239,"Italian Game"
"4276","TRUE",40,"mate","black","chees29",1277,"catire25",1409,"French Defense"
"4295","FALSE",23,"resign","white","mrzoom47",1582,"xblazin_grape",1079,"Italian Game"
"4296","FALSE",51,"mate","white","mrzoom47",1582,"xblazin_grape",1079,"Italian Game"
"4297","FALSE",38,"outoftime","black","xblazin_grape",1079,"mrzoom47",1582,"Queen's Pawn Game"
"4298","FALSE",85,"mate","white","mrzoom47",1582,"borreebuckets",1410,"Van Geet Opening"
"4299","FALSE",114,"mate","black","borreebuckets",1410,"mrzoom47",1582,"Indian Game"
"4300","FALSE",70,"outoftime","black","borreebuckets",1500,"mrzoom47",1582,"Indian Game"
"4301","FALSE",85,"mate","white","mrzoom47",1582,"borreebuckets",1500,"Alekhine Defense"
"4302","FALSE",62,"mate","black","borreebuckets",1500,"mrzoom47",1582,"King's Pawn Game"
"4303","FALSE",53,"mate","white","mrzoom47",1582,"borreebuckets",1500,"Queen's Gambit Refused"
"4304","FALSE",60,"mate","black","xblazin_grape",1143,"mrzoom47",1591,"French Defense"
"4305","FALSE",41,"mate","white","mrzoom47",1591,"xblazin_grape",1143,"Mexican Defense"
"4306","FALSE",20,"resign","black","xblazin_grape",1143,"mrzoom47",1591,"Bishop's Opening"
"4307","FALSE",14,"resign","black","xblazin_grape",1143,"mrzoom47",1591,"Zukertort Opening"
"4308","FALSE",51,"mate","white","mrzoom47",1591,"xblazin_grape",1143,"King's Gambit Accepted"
"4309","FALSE",39,"mate","white","mrzoom47",1591,"xblazin_grape",1143,"Van Geet Opening"
"4326","TRUE",84,"resign","black","mobin1388",1881,"maciek1959",1518,"Benoni Defense"
"4345","TRUE",76,"mate","black","mobin1388",1828,"kaji_djagal",1697,"Queen's Pawn Game"
"4347","TRUE",66,"mate","black","shakailham",1915,"mobin1388",1807,"Bird Opening"
"4348","TRUE",91,"mate","white","mobin1388",1791,"shakailham",1929,"Dutch Defense"
"4349","TRUE",73,"mate","white","shakailham",1922,"mobin1388",1799,"Bird Opening"
"4381","TRUE",45,"mate","white","siindbad",2335,"grigorich",2262,"Sicilian Defense"
"4382","TRUE",110,"resign","black","grigorich",2271,"siindbad",2322,"Ruy Lopez"
"4383","TRUE",45,"resign","white","siindbad",2307,"grigorich",2280,"Sicilian Defense"
"4384","TRUE",40,"resign","black","grigorich",2291,"siindbad",2290,"Tarrasch Defense"
"4387","TRUE",45,"resign","white","siindbad",2235,"handenursa",2118,"Semi-Slav Defense"
"4388","TRUE",40,"resign","black","handenursa",2126,"siindbad",2221,"Four Knights Game"
"4460","TRUE",77,"resign","white","kferapont",2131,"trexchess",2103,"Sicilian Defense"
"4463","TRUE",41,"mate","white","amayak",2247,"trexchess",2094,"Sicilian Defense"
"4468","FALSE",35,"mate","white","lance5500",2621,"stevenemily",1449,"Italian Game"
"4469","TRUE",67,"resign","white","vanduongkhach",1816,"ranchowangdu",1409,"Sicilian Defense"
"4470","TRUE",63,"resign","white","vanduongkhach",1757,"ranchowangdu",1500,"Sicilian Defense"
"4471","FALSE",71,"resign","white","vanduongkhach",1757,"ranchowangdu",1500,"English Opening"
"4487","FALSE",89,"resign","white","ranchowangdu",1500,"vanitasmarilyn",2054,"English Opening"
"4507","TRUE",21,"resign","white","isaac1111",1900,"cuazar",1810,"Queen's Pawn Game"
"4508","TRUE",64,"mate","black","cuazar",1819,"isaac1111",1891,"Owen Defense"
"4509","TRUE",35,"resign","white","isaac1111",1882,"cuazar",1828,"Queen's Pawn Game"
"4583","FALSE",18,"draw","draw","zoerichi",1051,"maximus_2000",1257,"Zukertort Opening"
"4584","FALSE",39,"mate","white","maximus_2000",1257,"zoerichi",1051,"Nimzowitsch Defense"
"4585","FALSE",29,"draw","draw","zoerichi",1051,"maximus_2000",1257,"Zukertort Opening"
"4600","FALSE",87,"resign","white","knight_knemesis",1418,"fox26666",1264,"Queen's Pawn Game"
"4609","TRUE",26,"resign","black","fox26666",1279,"grigoriy-66",1696,"Sicilian Defense"
"4611","TRUE",50,"mate","black","fox26666",1294,"swaltersson",1804,"Italian Game"
"4612","TRUE",39,"mate","white","swaltersson",1802,"fox26666",1296,"Bishop's Opening"
"4613","TRUE",30,"resign","black","fox26666",1298,"swaltersson",1800,"Four Knights Game"
"4617","FALSE",65,"resign","white","knight_knemesis",1418,"fox26666",1331,"Englund Gambit"
"4674","TRUE",105,"draw","draw","thegreatman06",1938,"bert9999",1980,"Queen's Pawn Game"
"4675","TRUE",85,"resign","white","thegreatman06",1919,"bert9999",1994,"Queen's Pawn Game"
"4676","TRUE",97,"draw","draw","bert9999",1996,"thegreatman06",1916,"Italian Game"
"4677","TRUE",62,"mate","black","thegreatman06",1928,"bert9999",1988,"Indian Game"
"4684","FALSE",67,"resign","white","dregassa",1500,"williamyen",1500,"Nimzo-Larsen Attack"
"4685","FALSE",51,"resign","white","williamyen",1500,"dregassa",1500,"Sicilian Defense"
"4686","FALSE",94,"resign","black","dregassa",1500,"williamyen",1500,"Benko Gambit"
"4687","FALSE",35,"resign","white","williamyen",1500,"dregassa",1500,"Ruy Lopez"
"4688","FALSE",62,"resign","black","dregassa",1500,"williamyen",1500,"French Defense"
"4689","FALSE",11,"resign","white","williamyen",1500,"dregassa",1500,"Ruy Lopez"
"4690","FALSE",57,"resign","white","zilic1",1500,"chessninja6",2263,"English Opening"
"4691","FALSE",146,"resign","black","chessninja6",2263,"zilic1",1500,"Pirc Defense"
"4692","FALSE",79,"resign","white","zilic1",1500,"chessninja6",2263,"Zukertort Opening"
"4693","FALSE",98,"draw","draw","chessninja6",2263,"zilic1",1500,"Sicilian Defense"
"4703","TRUE",42,"mate","black","jarkon",1737,"nicholas9999",1601,"Scotch Game"
"4704","TRUE",25,"resign","white","nicholas9999",1552,"jarkon",1754,"Rat Defense"
"4705","TRUE",28,"mate","black","jarkon",1773,"nicholas9999",1495,"Scotch Game"
"4709","TRUE",16,"resign","black","tekechec",1509,"nicholas9999",1439,"Ruy Lopez"
"4720","FALSE",95,"outoftime","white","stve400231",1873,"zzeecco",1525,"Blackmar-Diemer Gambit"
"4721","FALSE",81,"resign","white","stve400231",1873,"zzeecco",1525,"Scandinavian Defense"
"4722","FALSE",22,"resign","white","zzeecco",1525,"stve400231",1873,"Italian Game"
"4724","TRUE",142,"mate","black","ezzdinus",1521,"bobbyevans",1526,"Sicilian Defense"
"4732","TRUE",94,"resign","black","jose63",1351,"bobbyevans",1498,"Sicilian Defense"
"4733","TRUE",61,"resign","white","bobbyevans",1491,"kaliayev",1525,"Italian Game"
"4736","TRUE",55,"mate","white","aldaarqt",1569,"bobbyevans",1542,"Sicilian Defense"
"4764","TRUE",60,"mate","black","glzrchess",1279,"amsou",1629,"Queen's Gambit Declined"
"4765","TRUE",97,"mate","white","amsou",1626,"glzrchess",1282,"Queen's Gambit Declined"
"4766","TRUE",48,"resign","black","glzrchess",1285,"amsou",1623,"Four Knights Game"
"4767","TRUE",36,"mate","black","amsou",1644,"glzrchess",1264,"Tarrasch Defense"
"4768","TRUE",94,"mate","black","glzrchess",1267,"amsou",1641,"Scotch Game"
"4781","TRUE",65,"resign","white","vezirtonyukuk",1175,"glzrchess",1270,"French Defense"
"4782","TRUE",53,"mate","white","glzrchess",1262,"vezirtonyukuk",1184,"French Defense"
"4783","TRUE",49,"mate","white","vezirtonyukuk",1169,"glzrchess",1276,"French Defense"
"4784","TRUE",40,"resign","black","glzrchess",1283,"thesnare",1393,"Sicilian Defense"
"4785","TRUE",37,"mate","white","thesnare",1385,"glzrchess",1291,"French Defense"
"4786","TRUE",42,"mate","black","glzrchess",1299,"thesnare",1376,"Mieses Opening"
"4787","TRUE",31,"resign","white","thesnare",1366,"glzrchess",1308,"French Defense"
"4788","TRUE",11,"resign","white","glzrchess",1295,"thesnare",1381,"Mieses Opening"
"4791","TRUE",72,"resign","black","glzrchess",1303,"pasch0s",1354,"King's Pawn Game"
"4792","TRUE",85,"resign","white","pasch0s",1344,"glzrchess",1313,"French Defense"
"4793","TRUE",58,"resign","black","glzrchess",1323,"pasch0s",1334,"French Defense"
"4872","TRUE",122,"draw","draw","zoro94",1666,"ammanian",1701,"Caro-Kann Defense"
"4873","TRUE",143,"resign","white","ammanian",1690,"zoro94",1677,"Caro-Kann Defense"
"4874","TRUE",132,"resign","black","ammanian",1702,"zoro94",1664,"Caro-Kann Defense"
"4875","TRUE",30,"mate","black","ammanian",1715,"zoro94",1651,"Caro-Kann Defense"
"4876","TRUE",41,"resign","white","ammanian",1705,"zoro94",1661,"Caro-Kann Defense"
"4877","TRUE",64,"resign","black","zoro94",1708,"ammanian",1694,"King's Indian Defense"
"4878","TRUE",150,"draw","draw","ammanian",1694,"zoro94",1709,"Caro-Kann Defense"
"4879","TRUE",87,"mate","white","zoro94",1697,"ammanian",1705,"Italian Game"
"4880","TRUE",52,"mate","black","ammanian",1716,"zoro94",1684,"Queen's Pawn Game"
"4881","TRUE",110,"resign","black","zoro94",1696,"ammanian",1706,"King's Indian Defense"
"4882","TRUE",107,"resign","white","ammanian",1695,"zoro94",1708,"Caro-Kann Defense"
"4883","TRUE",157,"draw","draw","zoro94",1708,"ammanian",1694,"Ruy Lopez"
"4884","TRUE",49,"resign","white","ammanian",1682,"zoro94",1721,"Benoni Defense"
"4885","TRUE",64,"resign","white","zoro94",1648,"ammanian",1695,"King's Indian Defense"
"4902","TRUE",117,"resign","white","arthurrr",1289,"poocasso",1455,"Indian Game"
"4918","TRUE",53,"resign","black","poocasso",1475,"danilo1961",1314,"English Opening"
"4924","TRUE",24,"mate","black","poocasso",1457,"greenpeace48",1510,"Queen's Pawn Game"
"4930","TRUE",33,"resign","white","poocasso",1429,"jose63",1377,"Queen's Pawn Game"
"4940","TRUE",30,"resign","black","poocasso",1449,"kvs",1636,"Englund Gambit Declined"
"4944","TRUE",52,"resign","black","poocasso",1423,"kaoruko",1533,"Queen's Pawn Game"
"4945","TRUE",30,"resign","black","kaliayev",1573,"poocasso",1407,"French Defense"
"4966","TRUE",10,"resign","black","hightwaytohell",1575,"achikotetunashvili",1640,"Bishop's Opening"
"4967","TRUE",104,"resign","black","achikotetunashvili",1654,"hightwaytohell",1561,"Queen's Pawn Game"
"4968","TRUE",74,"draw","draw","hightwaytohell",1558,"achikotetunashvili",1657,"Queen's Gambit Accepted"
"4975","TRUE",64,"resign","black","nesa10",2135,"oso_bucholz",2118,"French Defense"
"4979","TRUE",81,"resign","white","nesa10",2110,"oso_bucholz",2095,"French Defense"
"4983","TRUE",54,"resign","black","sansavoirvecu",1928,"oso_bucholz",2051,"French Defense"
"4986","TRUE",84,"resign","black","oso_bucholz",2077,"ewigestalent",2443,"Sicilian Defense"
"4987","TRUE",42,"resign","white","ewigestalent",2440,"oso_bucholz",2081,"Dutch Defense"
"4988","TRUE",28,"resign","black","oso_bucholz",2085,"ewigestalent",2436,"Sicilian Defense"
"4989","TRUE",37,"resign","white","ewigestalent",2432,"oso_bucholz",2090,"English Opening"
"4992","TRUE",72,"resign","black","oso_bucholz",2123,"anand888",2116,"Scandinavian Defense"
"4993","TRUE",33,"mate","white","anand888",2105,"oso_bucholz",2145,"French Defense"
"4994","TRUE",83,"outoftime","white","oso_bucholz",2125,"anand888",2115,"Scandinavian Defense"
"5000","TRUE",50,"resign","black","oso_bucholz",2173,"karlaugust",2287,"Sicilian Defense"
"5038","TRUE",26,"resign","black","fieloxx",1036,"dadt505",1179,"Saragossa Opening"
"5039","TRUE",41,"mate","white","dadt505",1172,"fieloxx",1060,"Queen's Gambit Declined"
"5040","TRUE",141,"mate","white","dadt505",1167,"fieloxx",1078,"Kangaroo Defense"
"5044","TRUE",77,"mate","white","dadt505",1130,"mlkrt",1048,"Nimzo-Indian Defense"
"5045","TRUE",83,"mate","white","mlkrt",1034,"dadt505",1144,"Sicilian Defense"
"5046","TRUE",68,"mate","black","dadt505",1159,"mlkrt",1019,"Queen's Gambit Refused"
"5051","TRUE",49,"mate","white","mamaszachistka",1149,"dadt505",1159,"Nimzowitsch Defense"
"5052","TRUE",108,"mate","black","dadt505",1172,"mamaszachistka",1137,"Owen Defense"
"5053","TRUE",34,"resign","black","marellik",1129,"dadt505",1161,"King's Pawn Game"
"5054","TRUE",36,"mate","black","dadt505",1174,"marellik",1115,"Nimzo-Indian Defense"
"5058","TRUE",98,"mate","black","dadt505",1172,"jdyerjdyer",1199,"Zukertort Opening"
"5066","FALSE",19,"mate","white","cilentano002",1673,"mcdaman",1424,"Italian Game"
"5082","FALSE",39,"resign","black","mcdaman",1414,"cilentano002",1651,"Ruy Lopez"
"5093","FALSE",51,"resign","white","mcdaman",1414,"decibelzerg",1500,"English Opening"
"5094","FALSE",28,"draw","draw","decibelzerg",1500,"mcdaman",1414,"King's Gambit Declined"
"5095","FALSE",41,"resign","white","mcdaman",1414,"decibelzerg",1500,"Dutch Defense"
"5100","TRUE",16,"mate","black","y_d",1570,"mcdaman",1414,"Queen's Gambit Declined"
"5130","FALSE",55,"mate","white","krishchennai93",1808,"sud3457",1191,"Van't Kruijs Opening"
"5131","FALSE",65,"mate","white","krishchennai93",1808,"sud3457",1191,"Van't Kruijs Opening"
"5132","FALSE",144,"mate","black","krishchennai93",1808,"sud3457",1191,"Scandinavian Defense"
"5137","FALSE",72,"mate","black","sud3457",1191,"krishchennai93",1808,"Van't Kruijs Opening"
"5138","FALSE",99,"mate","white","krishchennai93",1808,"sud3457",1191,"Yusupov-Rubinstein System"
"5145","TRUE",32,"mate","black","cosqun588",1777,"krishchennai93",1736,"French Defense"
"5146","TRUE",35,"mate","white","krishchennai93",1710,"cosqun588",1790,"King's Pawn Game"
"5147","TRUE",42,"resign","black","cosqun588",1805,"krishchennai93",1680,"French Defense"
"5169","TRUE",27,"resign","white","isuckatchess96",1405,"blokh1n",1227,"Queen's Pawn Game"
"5182","TRUE",44,"resign","white","blokh1n",1140,"isuckatchess96",1346,"King's Pawn Game"
"5183","TRUE",77,"resign","white","jackdouxx",1451,"blokh1n",1144,"Modern Defense"
"5184","TRUE",72,"mate","black","blokh1n",1148,"jackdouxx",1447,"Nimzo-Larsen Attack"
"5185","TRUE",36,"resign","white","jackdouxx",1443,"blokh1n",1152,"Caro-Kann Defense"
"5186","TRUE",70,"resign","black","blokh1n",1156,"jackdouxx",1440,"Gunderam Defense"
"5206","FALSE",75,"resign","black","drmoeller",2119,"maximillian_08",2076,"Trompowsky Attack"
"5207","FALSE",100,"resign","black","maximillian_08",2076,"drmoeller",2119,"English Opening"
"5208","FALSE",70,"resign","black","drmoeller",2119,"maximillian_08",2076,"Sicilian Defense"
"5209","FALSE",60,"mate","black","maximillian_08",2076,"drmoeller",2119,"English Opening"
"5210","FALSE",93,"resign","white","drmoeller",2119,"maximillian_08",2076,"Sicilian Defense"
"5211","FALSE",56,"mate","black","maximillian_08",2076,"rex123",1992,"Reti Opening"
"5212","FALSE",97,"resign","black","rex123",1992,"maximillian_08",2076,"Bird Opening"
"5218","TRUE",68,"resign","black","maximillian_08",2082,"shamliq",1970,"Zukertort Opening"
"5228","FALSE",62,"resign","black","shamliq",1935,"maximillian_08",2020,"Paleface Attack"
"5229","FALSE",35,"resign","white","maximillian_08",2020,"vladimirzozulya1500",1938,"English Opening"
"5230","FALSE",52,"resign","black","vladimirzozulya1500",1938,"maximillian_08",2020,"Sicilian Defense"
"5231","FALSE",67,"resign","white","maximillian_08",2020,"vladimirzozulya1500",1938,"Reti Opening"
"5232","FALSE",48,"resign","black","vladimirzozulya1500",1938,"maximillian_08",2020,"Sicilian Defense"
"5233","FALSE",38,"resign","black","maximillian_08",2020,"vladimirzozulya1500",1938,"Reti Opening"
"5305","TRUE",59,"mate","white","antonios",1845,"satanrogue99",1638,"King's Pawn Game"
"5306","TRUE",64,"mate","black","satanrogue99",1654,"antonios",1839,"Semi-Slav Defense"
"5343","FALSE",42,"mate","black","schoonied",1319,"chesswithmom",2296,"King's Pawn Game"
"5344","FALSE",35,"mate","white","chesswithmom",2296,"schoonied",1319,"Bishop's Opening"
"5345","FALSE",44,"mate","black","schoonied",1319,"chesswithmom",2296,"King's Pawn Game"
"5346","FALSE",41,"mate","white","chesswithmom",2296,"schoonied",1319,"Ruy Lopez"
"5348","FALSE",48,"mate","black","schoonied",1319,"chesswithmom",2294,"Queen's Pawn Game"
"5349","FALSE",39,"mate","white","chesswithmom",2294,"schoonied",1319,"Ruy Lopez"
"5350","FALSE",32,"mate","black","schoonied",1319,"chesswithmom",2294,"Indian Game"
"5351","FALSE",19,"mate","white","chesswithmom",2294,"schoonied",1319,"Scotch Game"
"5352","FALSE",35,"mate","white","chesswithmom",2294,"schoonied",1319,"King's Pawn Game"
"5353","FALSE",32,"mate","black","schoonied",1319,"chesswithmom",2294,"Queen's Pawn Game"
